ancestor_concept_code,descendant_concept_code,min_levels_of_separation,max_levels_of_separation
D050258,D050258,0,0
D050299,D000933,1,1
D050299,D005343,1,1
D050299,D050299,0,0
D051056,D051056,0,0
D051056,D065094,1,1
D052244,D052244,0,0
D052246,D052246,0,0
D053491,D000074162,1,1
D053491,D053491,0,0
D054327,D054327,0,0
D054327,D055675,1,1
D054327,D065346,1,1
D054328,D054328,0,0
D054368,D054368,0,0
D054795,D054795,0,0
D054828,D054828,0,0
D054872,D054872,0,0
D054873,D054873,0,0
D055675,D055675,0,0
D055682,D055675,1,1
D055682,D055682,0,0
D056325,D056325,0,0
D056572,D056572,0,0
D056669,D056669,0,0
D057133,D057133,0,0
D057466,D057466,0,0
D057786,D057786,0,0
D057847,D000091362,3,3
D057847,D000924,2,2
D057847,D000960,1,1
D057847,D008082,2,2
D057847,D019161,3,3
D057847,D054872,2,2
D057847,D057847,0,0
D057847,D058867,3,3
D057911,D047228,1,1
D057911,D057911,0,0
D057911,D057912,1,1
D057912,D057912,0,0
D057947,D005217,1,1
D057947,D057947,0,0
D057966,D057966,0,0
D058113,D058113,0,0
D058573,D058573,0,0
D058633,D058633,0,0
D058646,D058646,0,0
D058647,D058647,0,0
D058665,D058665,0,0
D058666,D058666,0,0
D058667,D058667,0,0
D058668,D058668,0,0
D058669,D058669,0,0
D058671,D058671,0,0
D058672,D058672,0,0
D058673,D058673,0,0
D058785,D058785,0,0
D058786,D058786,0,0
D058787,D058787,0,0
D058788,D058788,0,0
D058805,D058805,0,0
D058825,D058825,0,0
D058826,D058826,0,0
D058827,D058827,0,0
D058828,D058828,0,0
D058829,D058829,0,0
D058830,D058830,0,0
D058831,D058831,0,0
D058832,D058832,0,0
D058867,D058867,0,0
D058888,D058888,0,0
D058891,D058891,0,0
D058892,D058892,0,0
D058905,D058905,0,0
D058905,D058906,2,2
D058905,D058907,3,3
D058905,D058908,3,3
D058905,D058909,3,3
D058905,D058910,2,2
D058905,D058911,3,3
D058905,D058912,3,3
D058905,D058913,1,1
D058905,D058914,1,1
D058905,D058915,2,2
D058905,D058916,3,3
D058905,D058917,3,3
D058905,D058918,3,3
D058905,D058919,2,2
D058905,D058920,3,3
D058905,D058921,3,3
D058906,D058906,0,0
D058906,D058907,1,1
D058906,D058908,1,1
D058906,D058909,1,1
D058907,D058907,0,0
D058908,D058908,0,0
D058909,D058909,0,0
D058910,D058910,0,0
D058910,D058911,1,1
D058910,D058912,1,1
D058911,D058911,0,0
D058912,D058912,0,0
D058913,D058906,1,1
D058913,D058907,2,2
D058913,D058908,2,2
D058913,D058909,2,2
D058913,D058910,1,1
D058913,D058911,2,2
D058913,D058912,2,2
D058913,D058913,0,0
D058914,D058914,0,0
D058914,D058915,1,1
D058914,D058916,2,2
D058914,D058917,2,2
D058914,D058918,2,2
D058914,D058919,1,1
D058914,D058920,2,2
D058914,D058921,2,2
D058915,D058915,0,0
D058915,D058916,1,1
D058915,D058917,1,1
D058915,D058918,1,1
D058916,D058916,0,0
D058917,D058917,0,0
D058918,D058918,0,0
D058919,D058919,0,0
D058919,D058920,1,1
D058919,D058921,1,1
D058920,D058920,0,0
D058921,D058921,0,0
D058946,D058946,0,0
D058986,D058986,0,0
D058987,D058987,0,0
D058988,D058988,0,0
D059002,D059002,0,0
D059003,D059003,0,0
D059003,D059004,1,1
D059003,D059005,1,1
D059004,D059004,0,0
D059005,D059005,0,0
D059846,D059846,0,0
D061065,D000068338,3,3
D061065,D018942,1,1
D061065,D020123,2,2
D061065,D061065,0,0
D061207,D061207,0,0
D061209,D061209,0,0
D061210,D061210,0,0
D061216,D061216,0,0
D061567,D061567,0,0
D061585,D061585,0,0
D061945,D061945,0,0
D061965,D061965,0,0
D061988,D061988,0,0
D062646,D062646,0,0
D062686,D062686,0,0
D062687,D061585,1,1
D062687,D062687,0,0
D062687,D062708,1,1
D062708,D062708,0,0
D062865,D062686,1,1
D062865,D062865,0,0
D063385,D063385,0,0
D063385,D063386,1,1
D063385,D063387,1,1
D063386,D063386,0,0
D063387,D063387,0,0
D064419,D064419,0,0
D064419,D064420,1,1
D064419,D065606,2,2
D064419,D065607,3,3
D064419,D065609,4,4
D064419,D065686,4,4
D064419,D065687,4,4
D064419,D065688,4,4
D064419,D065689,4,4
D064419,D065690,4,4
D064419,D065691,4,4
D064419,D065692,4,4
D064419,D065693,3,3
D064419,D065694,4,4
D064419,D065695,4,4
D064419,D065696,4,4
D064419,D065697,4,4
D064419,D065698,4,4
D064419,D065699,4,4
D064419,D065700,4,4
D064419,D065701,4,4
D064420,D064420,0,0
D064420,D065606,1,1
D064420,D065607,2,2
D064420,D065609,3,3
D064420,D065686,3,3
D064420,D065687,3,3
D064420,D065688,3,3
D064420,D065689,3,3
D064420,D065690,3,3
D064420,D065691,3,3
D064420,D065692,3,3
D064420,D065693,2,2
D064420,D065694,3,3
D064420,D065695,3,3
D064420,D065696,3,3
D064420,D065697,3,3
D064420,D065698,3,3
D064420,D065699,3,3
D064420,D065700,3,3
D064420,D065701,3,3
D064426,D064426,0,0
D064449,D002614,1,1
D064449,D007502,2,2
D064449,D017262,3,3
D064449,D064449,0,0
D064449,D065096,2,2
D064548,D064548,0,0
D064690,D064690,0,0
D064729,D064729,0,0
D064800,D064800,0,0
D064801,D064801,0,0
D064804,D064804,0,0
D064907,D064907,0,0
D065067,D065067,0,0
D065086,D065086,0,0
D065087,D065087,0,0
D065088,D047072,1,1
D065088,D058888,1,1
D065088,D058891,1,1
D065088,D065088,0,0
D065089,D065089,0,0
D065091,D065091,0,0
D065092,D065092,0,0
D065093,D065093,0,0
D065094,D065094,0,0
D065095,D065095,0,0
D065096,D065096,0,0
D065097,D065097,0,0
D065098,D065098,0,0
D065100,D065100,0,0
D065101,D065101,0,0
D065104,D065104,0,0
D065105,D065105,0,0
D065106,D065106,0,0
D065108,D065108,0,0
D065127,D065127,0,0
D065128,D065128,0,0
D065128,D065130,1,1
D065128,D065131,1,1
D065130,D065130,0,0
D065131,D065131,0,0
D065147,D023581,1,1
D065147,D065147,0,0
D065168,D065094,1,1
D065168,D065168,0,0
D065168,D065169,1,1
D065169,D065169,0,0
D065171,D065171,0,0
D065346,D065346,0,0
D065427,D065427,0,0
D065606,D065606,0,0
D065606,D065607,1,1
D065606,D065609,2,2
D065606,D065686,2,2
D065606,D065687,2,2
D065606,D065688,2,2
D065606,D065689,2,2
D065606,D065690,2,2
D065606,D065691,2,2
D065606,D065692,2,2
D065606,D065693,1,1
D065606,D065694,2,2
D065606,D065695,2,2
D065606,D065696,2,2
D065606,D065697,2,2
D065606,D065698,2,2
D065606,D065699,2,2
D065606,D065700,2,2
D065606,D065701,2,2
D065607,D065607,0,0
D065607,D065609,1,1
D065607,D065686,1,1
D065607,D065687,1,1
D065607,D065688,1,1
D065607,D065689,1,1
D065607,D065690,1,1
D065607,D065691,1,1
D065607,D065692,1,1
D065609,D065609,0,0
D065686,D065686,0,0
D065687,D065687,0,0
D065688,D065688,0,0
D065689,D065689,0,0
D065690,D065690,0,0
D065691,D065691,0,0
D065692,D065692,0,0
D065693,D065693,0,0
D065693,D065694,1,1
D065693,D065695,1,1
D065693,D065696,1,1
D065693,D065697,1,1
D065693,D065698,1,1
D065693,D065699,1,1
D065693,D065700,1,1
D065693,D065701,1,1
D065694,D065694,0,0
D065695,D065695,0,0
D065696,D065696,0,0
D065697,D065697,0,0
D065698,D065698,0,0
D065699,D065699,0,0
D065700,D065700,0,0
D065701,D065701,0,0
X1,D064419,2,2
X1,D064420,3,3
X1,D065606,4,4
X1,D065607,5,5
X1,D065609,6,6
X1,D065686,6,6
X1,D065687,6,6
X1,D065688,6,6
X1,D065689,6,6
X1,D065690,6,6
X1,D065691,6,6
X1,D065692,6,6
X1,D065693,5,5
X1,D065694,6,6
X1,D065695,6,6
X1,D065696,6,6
X1,D065697,6,6
X1,D065698,6,6
X1,D065699,6,6
X1,D065700,6,6
X1,D065701,6,6
X1,X1,0,0
X1,X3,1,1
X3,D064419,1,1
X3,D064420,2,2
X3,D065606,3,3
X3,D065607,4,4
X3,D065609,5,5
X3,D065686,5,5
X3,D065687,5,5
X3,D065688,5,5
X3,D065689,5,5
X3,D065690,5,5
X3,D065691,5,5
X3,D065692,5,5
X3,D065693,4,4
X3,D065694,5,5
X3,D065695,5,5
X3,D065696,5,5
X3,D065697,5,5
X3,D065698,5,5
X3,D065699,5,5
X3,D065700,5,5
X3,D065701,5,5
X3,X3,0,0
Z1,D000068338,6,7
Z1,D000074162,5,5
Z1,D000075162,4,4
Z1,D000075528,4,5
Z1,D000089582,5,6
Z1,D000091362,8,8
Z1,D000277,4,5
Z1,D000305,4,4
Z1,D000451,4,4
Z1,D000477,5,5
Z1,D000602,2,2
Z1,D000726,4,4
Z1,D000728,4,4
Z1,D000906,7,7
Z1,D000922,5,9
Z1,D000924,7,7
Z1,D000931,5,5
Z1,D000934,5,5
Z1,D000960,6,6
Z1,D000963,5,5
Z1,D000964,6,6
Z1,D000975,3,5
Z1,D000988,5,5
Z1,D001685,2,2
Z1,D001697,2,4
Z1,D001798,4,4
Z1,D002314,5,5
Z1,D002316,5,5
Z1,D002327,3,5
Z1,D002614,5,5
Z1,D003102,3,4
Z1,D003277,4,4
Z1,D003287,4,4
Z1,D003358,4,4
Z1,D003451,5,5
Z1,D004202,4,4
Z1,D004304,3,3
Z1,D004338,3,3
Z1,D004364,2,2
Z1,D004602,3,3
Z1,D004655,4,5
Z1,D004786,3,3
Z1,D004965,4,4
Z1,D004967,4,4
Z1,D004968,5,5
Z1,D005217,5,6
Z1,D005740,3,3
Z1,D005916,4,4
Z1,D005938,4,5
Z1,D006727,3,3
Z1,D006728,3,3
Z1,D006730,2,2
Z1,D007136,6,6
Z1,D007162,5,5
Z1,D007202,5,5
Z1,D007287,2,2
Z1,D007302,5,6
Z1,D007329,4,4
Z1,D007476,4,4
Z1,D007502,6,6
Z1,D007783,3,3
Z1,D008082,7,7
Z1,D008901,4,4
Z1,D009676,4,4
Z1,D009696,3,3
Z1,D009706,2,2
Z1,D009883,5,5
Z1,D009930,2,2
Z1,D010455,3,3
Z1,D010575,4,5
Z1,D010592,3,4
Z1,D011083,2,2
Z1,D011372,4,4
Z1,D011448,4,4
Z1,D011506,3,3
Z1,D011837,5,5
Z1,D011933,6,6
Z1,D011934,7,7
Z1,D012388,3,6
Z1,D012597,5,5
Z1,D012712,5,5
Z1,D012996,3,3
Z1,D013078,6,6
Z1,D013089,6,6
Z1,D013092,6,6
Z1,D013473,5,6
Z1,D013501,4,4
Z1,D013956,4,4
Z1,D014131,4,4
Z1,D015312,6,6
Z1,D015314,5,5
Z1,D015335,5,5
Z1,D015341,4,6
Z1,D015342,5,7
Z1,D015343,6,8
Z1,D015344,6,8
Z1,D015345,5,7
Z1,D015347,5,7
Z1,D015843,4,4
Z1,D016166,4,6
Z1,D016573,4,4
Z1,D016587,5,5
Z1,D016588,5,5
Z1,D017262,7,7
Z1,D018639,4,5
Z1,D018696,5,5
Z1,D018796,8,8
Z1,D018906,6,6
Z1,D018942,4,5
Z1,D019161,8,8
Z1,D019275,6,6
Z1,D019551,5,5
Z1,D019995,4,4
Z1,D019999,4,4
Z1,D020011,4,4
Z1,D020024,4,4
Z1,D020123,5,6
Z1,D020164,2,2
Z1,D020313,3,3
Z1,D020845,5,5
Z1,D020847,4,4
Z1,D045424,2,2
Z1,D045703,5,5
Z1,D045930,4,4
Z1,D047028,3,3
Z1,D047072,5,5
Z1,D048789,6,6
Z1,D052244,4,4
Z1,D053491,4,4
Z1,D054327,4,4
Z1,D054795,4,4
Z1,D054872,7,7
Z1,D055675,5,5
Z1,D055682,4,4
Z1,D056325,6,6
Z1,D057466,5,5
Z1,D057947,5,5
Z1,D057966,4,4
Z1,D058113,6,6
Z1,D058867,8,8
Z1,D058888,5,5
Z1,D058891,5,5
Z1,D059002,5,5
Z1,D061065,4,4
Z1,D061207,5,5
Z1,D061209,5,5
Z1,D061210,5,5
Z1,D061216,5,5
Z1,D063385,4,4
Z1,D063386,5,5
Z1,D063387,5,5
Z1,D064426,4,4
Z1,D064449,4,4
Z1,D064548,5,5
Z1,D065088,4,4
Z1,D065096,6,6
Z1,D065106,5,5
Z1,D065171,5,5
Z1,D065346,5,6
Z1,Z1,0,0
Z1,Z2,1,1
Z2,D000068338,5,6
Z2,D000074162,4,4
Z2,D000075162,3,3
Z2,D000075528,3,4
Z2,D000089582,4,5
Z2,D000091362,7,7
Z2,D000277,3,4
Z2,D000305,3,3
Z2,D000451,3,3
Z2,D000477,4,4
Z2,D000602,1,1
Z2,D000726,3,3
Z2,D000728,3,3
Z2,D000906,6,6
Z2,D000922,4,8
Z2,D000924,6,6
Z2,D000931,4,4
Z2,D000934,4,4
Z2,D000960,5,5
Z2,D000963,4,4
Z2,D000964,5,5
Z2,D000975,2,4
Z2,D000988,4,4
Z2,D001685,1,1
Z2,D001697,1,3
Z2,D001798,3,3
Z2,D002314,4,4
Z2,D002316,4,4
Z2,D002327,2,4
Z2,D002614,4,4
Z2,D003102,2,3
Z2,D003277,3,3
Z2,D003287,3,3
Z2,D003358,3,3
Z2,D003451,4,4
Z2,D004202,3,3
Z2,D004304,2,2
Z2,D004338,2,2
Z2,D004364,1,1
Z2,D004602,2,2
Z2,D004655,3,4
Z2,D004786,2,2
Z2,D004965,3,3
Z2,D004967,3,3
Z2,D004968,4,4
Z2,D005217,4,5
Z2,D005740,2,2
Z2,D005916,3,3
Z2,D005938,3,4
Z2,D006727,2,2
Z2,D006728,2,2
Z2,D006730,1,1
Z2,D007136,5,5
Z2,D007162,4,4
Z2,D007202,4,4
Z2,D007287,1,1
Z2,D007302,4,5
Z2,D007329,3,3
Z2,D007476,3,3
Z2,D007502,5,5
Z2,D007783,2,2
Z2,D008082,6,6
Z2,D008901,3,3
Z2,D009676,3,3
Z2,D009696,2,2
Z2,D009706,1,1
Z2,D009883,4,4
Z2,D009930,1,1
Z2,D010455,2,2
Z2,D010575,3,4
Z2,D010592,2,3
Z2,D011083,1,1
Z2,D011372,3,3
Z2,D011448,3,3
Z2,D011506,2,2
Z2,D011837,4,4
Z2,D011933,5,5
Z2,D011934,6,6
Z2,D012388,2,5
Z2,D012597,4,4
Z2,D012712,4,4
Z2,D012996,2,2
Z2,D013078,5,5
Z2,D013089,5,5
Z2,D013092,5,5
Z2,D013473,4,5
Z2,D013501,3,3
Z2,D013956,3,3
Z2,D014131,3,3
Z2,D015312,5,5
Z2,D015314,4,4
Z2,D015335,4,4
Z2,D015341,3,5
Z2,D015342,4,6
Z2,D015343,5,7
Z2,D015344,5,7
Z2,D015345,4,6
Z2,D015347,4,6
Z2,D015843,3,3
Z2,D016166,3,5
Z2,D016573,3,3
Z2,D016587,4,4
Z2,D016588,4,4
Z2,D017262,6,6
Z2,D018639,3,4
Z2,D018696,4,4
Z2,D018796,7,7
Z2,D018906,5,5
Z2,D018942,3,4
Z2,D019161,7,7
Z2,D019275,5,5
Z2,D019551,4,4
Z2,D019995,3,3
Z2,D019999,3,3
Z2,D020011,3,3
Z2,D020024,3,3
Z2,D020123,4,5
Z2,D020164,1,1
Z2,D020313,2,2
Z2,D020845,4,4
Z2,D020847,3,3
Z2,D045424,1,1
Z2,D045703,4,4
Z2,D045930,3,3
Z2,D047028,2,2
Z2,D047072,4,4
Z2,D048789,5,5
Z2,D052244,3,3
Z2,D053491,3,3
Z2,D054327,3,3
Z2,D054795,3,3
Z2,D054872,6,6
Z2,D055675,4,4
Z2,D055682,3,3
Z2,D056325,5,5
Z2,D057466,4,4
Z2,D057947,4,4
Z2,D057966,3,3
Z2,D058113,5,5
Z2,D058867,7,7
Z2,D058888,4,4
Z2,D058891,4,4
Z2,D059002,4,4
Z2,D061065,3,3
Z2,D061207,4,4
Z2,D061209,4,4
Z2,D061210,4,4
Z2,D061216,4,4
Z2,D063385,3,3
Z2,D063386,4,4
Z2,D063387,4,4
Z2,D064426,3,3
Z2,D064449,3,3
Z2,D064548,4,4
Z2,D065088,3,3
Z2,D065096,5,5
Z2,D065106,4,4
Z2,D065171,4,4
Z2,D065346,4,5
Z2,Z2,0,0
N0000175413,N0000175413,0,0
N0000175414,N0000175414,0,0
N0000175415,N0000175415,0,0
N0000175416,N0000175416,0,0
N0000175418,N0000175418,0,0
N0000175419,N0000175419,0,0
N0000175420,N0000175420,0,0
N0000175421,N0000175421,0,0
N0000175423,N0000175423,0,0
N0000175425,N0000175425,0,0
N0000175426,N0000175426,0,0
N0000175427,N0000175427,0,0
N0000175428,N0000175428,0,0
N0000175429,N0000175429,0,0
N0000175429,N0000175453,1,1
N0000175429,N0000175742,1,1
N0000175429,N0000175903,1,1
N0000175429,N0000175944,1,1
N0000175429,N0000175961,1,1
N0000175429,N0000178369,1,1
N0000175429,N0000180191,1,1
N0000175429,N0000184162,1,1
N0000175429,N0000192800,1,1
N0000175429,N0000192801,1,1
N0000175430,N0000175430,0,0
N0000175431,N0000175431,0,0
N0000175432,N0000175432,0,0
N0000175432,N0000193223,1,1
N0000175434,N0000175434,0,0
N0000175435,N0000175435,0,0
N0000175443,N0000175443,0,0
N0000175453,N0000175453,0,0
N0000175454,N0000175454,0,0
N0000175457,N0000175457,0,0
N0000175461,N0000175461,0,0
N0000175462,N0000175462,0,0
N0000175463,N0000175463,0,0
N0000175466,N0000175461,1,1
N0000175466,N0000175462,1,1
N0000175466,N0000175466,0,0
N0000175466,N0000175468,1,1
N0000175466,N0000175656,1,1
N0000175466,N0000180187,1,1
N0000175466,N0000180188,1,1
N0000175467,N0000175467,0,0
N0000175468,N0000175468,0,0
N0000175470,N0000175470,0,0
N0000175473,N0000175473,0,0
N0000175473,N0000175522,1,1
N0000175473,N0000175567,1,1
N0000175473,N0000175963,1,1
N0000175474,N0000175474,0,0
N0000175476,N0000175476,0,0
N0000175477,N0000175477,0,0
N0000175480,N0000175480,0,0
N0000175481,N0000175481,0,0
N0000175482,N0000175482,0,0
N0000175482,N0000175934,1,1
N0000175483,N0000175483,0,0
N0000175483,N0000175501,1,1
N0000175483,N0000186775,1,1
N0000175484,N0000175481,1,1
N0000175484,N0000175484,0,0
N0000175484,N0000181811,1,1
N0000175484,N0000190851,1,1
N0000175485,N0000175482,1,1
N0000175485,N0000175485,0,0
N0000175485,N0000175934,2,2
N0000175486,N0000175486,0,0
N0000175487,N0000175487,0,0
N0000175488,N0000175488,0,0
N0000175489,N0000175489,0,0
N0000175491,N0000175491,0,0
N0000175492,N0000175492,0,0
N0000175493,N0000175493,0,0
N0000175494,N0000175494,0,0
N0000175495,N0000175495,0,0
N0000175496,N0000175496,0,0
N0000175497,N0000175497,0,0
N0000175498,N0000175498,0,0
N0000175499,N0000175499,0,0
N0000175500,N0000175500,0,0
N0000175501,N0000175501,0,0
N0000175502,N0000175502,0,0
N0000175503,N0000175503,0,0
N0000175504,N0000175503,1,1
N0000175504,N0000175504,0,0
N0000175505,N0000175505,0,0
N0000175507,N0000175507,0,0
N0000175509,N0000175509,0,0
N0000175510,N0000175510,0,0
N0000175511,N0000175511,0,0
N0000175514,N0000175514,0,0
N0000175515,N0000175515,0,0
N0000175517,N0000175517,0,0
N0000175518,N0000175518,0,0
N0000175519,N0000175519,0,0
N0000175521,N0000175521,0,0
N0000175522,N0000175522,0,0
N0000175524,N0000175524,0,0
N0000175525,N0000175525,0,0
N0000175526,N0000175526,0,0
N0000175530,N0000175530,0,0
N0000175531,N0000175531,0,0
N0000175535,N0000175535,0,0
N0000175536,N0000175536,0,0
N0000175539,N0000175539,0,0
N0000175539,N0000175682,1,1
N0000175539,N0000175683,1,1
N0000175540,N0000175540,0,0
N0000175541,N0000175541,0,0
N0000175543,N0000175543,0,0
N0000175552,N0000175552,0,0
N0000175552,N0000175554,1,1
N0000175552,N0000186105,1,1
N0000175553,N0000175553,0,0
N0000175555,N0000175555,0,0
N0000175555,N0000175779,1,1
N0000175555,N0000185008,1,1
N0000175556,N0000175556,0,0
N0000175557,N0000175557,0,0
N0000175558,N0000175558,0,0
N0000175559,N0000175559,0,0
N0000175560,N0000175560,0,0
N0000175561,N0000175561,0,0
N0000175562,N0000175562,0,0
N0000175563,N0000175563,0,0
N0000175564,N0000175564,0,0
N0000175565,N0000175565,0,0
N0000175566,N0000175566,0,0
N0000175567,N0000175567,0,0
N0000175568,N0000175568,0,0
N0000175569,N0000175569,0,0
N0000175570,N0000175570,0,0
N0000175571,N0000175571,0,0
N0000175572,N0000175572,0,0
N0000175573,N0000175573,0,0
N0000175574,N0000175574,0,0
N0000175575,N0000175575,0,0
N0000175576,N0000175576,0,0
N0000175578,N0000175578,0,0
N0000175578,N0000190996,1,1
N0000175579,N0000175579,0,0
N0000175580,N0000175580,0,0
N0000175581,N0000175581,0,0
N0000175582,N0000175582,0,0
N0000175583,N0000175583,0,0
N0000175584,N0000175584,0,0
N0000175586,N0000175586,0,0
N0000175587,N0000175587,0,0
N0000175588,N0000175588,0,0
N0000175589,N0000175589,0,0
N0000175590,N0000175590,0,0
N0000175591,N0000175591,0,0
N0000175592,N0000175592,0,0
N0000175594,N0000175594,0,0
N0000175595,N0000175595,0,0
N0000175596,N0000175596,0,0
N0000175597,N0000175597,0,0
N0000175598,N0000175598,0,0
N0000175599,N0000175599,0,0
N0000175600,N0000175600,0,0
N0000175601,N0000175601,0,0
N0000175602,N0000175602,0,0
N0000175602,N0000175832,1,1
N0000175603,N0000175416,1,1
N0000175603,N0000175603,0,0
N0000175604,N0000175604,0,0
N0000175605,N0000175605,0,0
N0000175605,N0000175625,1,1
N0000175605,N0000175661,1,1
N0000175605,N0000175664,1,1
N0000175605,N0000190858,1,1
N0000175605,N0000191009,1,1
N0000175605,N0000193788,1,1
N0000175605,N0000193976,1,1
N0000175606,N0000175606,0,0
N0000175607,N0000175607,0,0
N0000175608,N0000175608,0,0
N0000175609,N0000175414,1,1
N0000175609,N0000175609,0,0
N0000175610,N0000175610,0,0
N0000175611,N0000175611,0,0
N0000175612,N0000175612,0,0
N0000175613,N0000175613,0,0
N0000175616,N0000175616,0,0
N0000175616,N0000193808,1,1
N0000175622,N0000175622,0,0
N0000175623,N0000175623,0,0
N0000175625,N0000175625,0,0
N0000175630,N0000175630,0,0
N0000175634,N0000175634,0,0
N0000175637,N0000175637,0,0
N0000175638,N0000175638,0,0
N0000175640,N0000175640,0,0
N0000175641,N0000175641,0,0
N0000175655,N0000175655,0,0
N0000175656,N0000175656,0,0
N0000175657,N0000175657,0,0
N0000175658,N0000175658,0,0
N0000175659,N0000175659,0,0
N0000175661,N0000175661,0,0
N0000175664,N0000175664,0,0
N0000175665,N0000175665,0,0
N0000175666,N0000175666,0,0
N0000175667,N0000175667,0,0
N0000175669,N0000175669,0,0
N0000175670,N0000175670,0,0
N0000175671,N0000175671,0,0
N0000175679,N0000175679,0,0
N0000175680,N0000175680,0,0
N0000175681,N0000175681,0,0
N0000175682,N0000175682,0,0
N0000175683,N0000175683,0,0
N0000175688,N0000175688,0,0
N0000175689,N0000175689,0,0
N0000175690,N0000175689,1,1
N0000175690,N0000175690,0,0
N0000175691,N0000175691,0,0
N0000175692,N0000175688,1,1
N0000175692,N0000175692,0,0
N0000175693,N0000175693,0,0
N0000175694,N0000175694,0,0
N0000175695,N0000175695,0,0
N0000175696,N0000175696,0,0
N0000175697,N0000175697,0,0
N0000175698,N0000175698,0,0
N0000175700,N0000175700,0,0
N0000175705,N0000175705,0,0
N0000175706,N0000175705,1,1
N0000175706,N0000175706,0,0
N0000175710,N0000175710,0,0
N0000175712,N0000175712,0,0
N0000175713,N0000175713,0,0
N0000175714,N0000175714,0,0
N0000175716,N0000175716,0,0
N0000175719,N0000175719,0,0
N0000175720,N0000175720,0,0
N0000175722,N0000175722,0,0
N0000175723,N0000175723,0,0
N0000175737,N0000175737,0,0
N0000175737,N0000175738,1,1
N0000175738,N0000175738,0,0
N0000175739,N0000175739,0,0
N0000175740,N0000175740,0,0
N0000175742,N0000175742,0,0
N0000175743,N0000175743,0,0
N0000175744,N0000175744,0,0
N0000175744,N0000175762,1,1
N0000175745,N0000175745,0,0
N0000175746,N0000175746,0,0
N0000175747,N0000175747,0,0
N0000175749,N0000175749,0,0
N0000175750,N0000175750,0,0
N0000175751,N0000175751,0,0
N0000175752,N0000175752,0,0
N0000175753,N0000175753,0,0
N0000175754,N0000175754,0,0
N0000175757,N0000175757,0,0
N0000175758,N0000175758,0,0
N0000175759,N0000175759,0,0
N0000175759,N0000183360,1,1
N0000175762,N0000175762,0,0
N0000175765,N0000175765,0,0
N0000175766,N0000175766,0,0
N0000175767,N0000175767,0,0
N0000175768,N0000175768,0,0
N0000175769,N0000175769,0,0
N0000175771,N0000175771,0,0
N0000175772,N0000175772,0,0
N0000175775,N0000175775,0,0
N0000175775,N0000192701,1,1
N0000175776,N0000175776,0,0
N0000175777,N0000175777,0,0
N0000175778,N0000175778,0,0
N0000175780,N0000175780,0,0
N0000175780,N0000175797,1,1
N0000175780,N0000193220,1,1
N0000175781,N0000175781,0,0
N0000175782,N0000175782,0,0
N0000175783,N0000175783,0,0
N0000175784,N0000175784,0,0
N0000175785,N0000175785,0,0
N0000175786,N0000175786,0,0
N0000175790,N0000175790,0,0
N0000175794,N0000175794,0,0
N0000175796,N0000175796,0,0
N0000175797,N0000175797,0,0
N0000175798,N0000175798,0,0
N0000175800,N0000175800,0,0
N0000175801,N0000175801,0,0
N0000175802,N0000175802,0,0
N0000175805,N0000175805,0,0
N0000175807,N0000175807,0,0
N0000175809,N0000175809,0,0
N0000175810,N0000175810,0,0
N0000175811,N0000175811,0,0
N0000175812,N0000175812,0,0
N0000175814,N0000175814,0,0
N0000175815,N0000175815,0,0
N0000175818,N0000175818,0,0
N0000175819,N0000175819,0,0
N0000175820,N0000175820,0,0
N0000175821,N0000175821,0,0
N0000175822,N0000175822,0,0
N0000175823,N0000175823,0,0
N0000175824,N0000175824,0,0
N0000175825,N0000175825,0,0
N0000175826,N0000175826,0,0
N0000175827,N0000175827,0,0
N0000175828,N0000175828,0,0
N0000175831,N0000175831,0,0
N0000175832,N0000175832,0,0
N0000175835,N0000175835,0,0
N0000175836,N0000175836,0,0
N0000175837,N0000175837,0,0
N0000175838,N0000175838,0,0
N0000175839,N0000175839,0,0
N0000175840,N0000175840,0,0
N0000175841,N0000175841,0,0
N0000175842,N0000175842,0,0
N0000175843,N0000175843,0,0
N0000175845,N0000175845,0,0
N0000175846,N0000175846,0,0
N0000175847,N0000175847,0,0
N0000175848,N0000175848,0,0
N0000175849,N0000175849,0,0
N0000175854,N0000175854,0,0
N0000175864,N0000175864,0,0
N0000175866,N0000175866,0,0
N0000175872,N0000175872,0,0
N0000175872,N0000187053,1,1
N0000175874,N0000175874,0,0
N0000175875,N0000175875,0,0
N0000175877,N0000175431,1,1
N0000175877,N0000175877,0,0
N0000175877,N0000175935,1,1
N0000175879,N0000175879,0,0
N0000175881,N0000175881,0,0
N0000175882,N0000175505,1,1
N0000175882,N0000175882,0,0
N0000175882,N0000175938,1,1
N0000175883,N0000175552,1,1
N0000175883,N0000175554,2,2
N0000175883,N0000175555,1,1
N0000175883,N0000175779,2,2
N0000175883,N0000175883,0,0
N0000175883,N0000185008,2,2
N0000175883,N0000186105,2,2
N0000175884,N0000175884,0,0
N0000175885,N0000175885,0,0
N0000175886,N0000175886,0,0
N0000175887,N0000175887,0,0
N0000175889,N0000175518,1,1
N0000175889,N0000175562,1,1
N0000175889,N0000175604,1,1
N0000175889,N0000175889,0,0
N0000175889,N0000175913,1,1
N0000175889,N0000182639,1,1
N0000175889,N0000184170,1,1
N0000175889,N0000184171,1,1
N0000175889,N0000184172,1,1
N0000175889,N0000191728,1,1
N0000175889,N0000191731,1,1
N0000175889,N0000192750,1,1
N0000175895,N0000175895,0,0
